기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
2015,1,A,골목상권,1000309,화랑로13길,CS100010,커피-음료,5,9,0,0,0,0,4
2015,1,A,골목상권,1000981,상암로5길,CS100010,커피-음료,7,10,10,1,0,0,3
2015,1,D,발달상권,1001162,서울 광진구 건대입구역_1,CS100010,커피-음료,17,20,0,0,5,1,3
2015,1,A,골목상권,1000018,종로58가길,CS100010,커피-음료,6,7,14,1,0,0,1
2015,1,D,발달상권,1001088,삼성역_1,CS100010,커피-음료,16,27,7,2,11,3,11
2015,1,D,발달상권,1001144,국회의사당역_2,CS100010,커피-음료,35,49,4,2,12,6,14
2015,1,A,골목상권,1000477,매봉산로2길,CS100010,커피-음료,18,18,0,0,0,0,0
2015,1,A,골목상권,1000268,동소문로13길,CS100010,커피-음료,2,3,33,1,33,1,1
2015,1,A,골목상권,1000712,선유서로25길,CS100010,커피-음료,6,7,14,1,0,0,1
2015,1,D,발달상권,1001082,선릉역_2,CS100010,커피-음료,32,59,7,4,9,5,27
2015,1,D,발달상권,1001189,서울 중구 명동역,CS100010,커피-음료,13,17,0,0,6,1,4
2015,1,A,골목상권,1000908,도산대로38길,CS100010,커피-음료,6,7,0,0,14,1,1
2015,1,A,골목상권,1000378,공릉로58길,CS100010,커피-음료,4,4,25,1,0,0,0
2015,1,A,골목상권,1000119,왕십리로31길,CS100010,커피-음료,3,4,25,1,0,0,1
2015,1,A,골목상권,1000109,성수이로7길,CS100010,커피-음료,5,6,0,0,0,0,1
2015,1,D,발달상권,1001211,동대문시장_1,CS100010,커피-음료,10,13,0,0,0,0,3
2015,1,A,골목상권,1000401,연서로16길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,D,발달상권,1001212,서대문구 서대문역_1,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,A,골목상권,1000865,사임당로17길,CS100010,커피-음료,5,6,17,1,0,0,1
2015,1,A,골목상권,1000894,논현로106길,CS100010,커피-음료,3,4,25,1,0,0,1
2015,1,A,골목상권,1000837,행운길,CS100010,커피-음료,4,4,25,1,0,0,0
2015,1,A,골목상권,1000603,화곡로13길,CS100010,커피-음료,5,6,33,2,0,0,1
2015,1,R,전통시장,1001452,중부시장,CS100010,커피-음료,4,4,0,0,0,0,0
2015,1,A,골목상권,1000911,도산대로89길,CS100010,커피-음료,4,4,25,1,0,0,0
2015,1,A,골목상권,1000735,국사봉길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000951,백제고분로45길,CS100010,커피-음료,6,6,17,1,0,0,0
2015,1,A,골목상권,1000944,백제고분로22길,CS100010,커피-음료,3,3,33,1,67,2,0
2015,1,A,골목상권,1000901,논현로28길,CS100010,커피-음료,5,7,14,1,0,0,2
2015,1,A,골목상권,1000937,학동로56길,CS100010,커피-음료,6,7,0,0,14,1,1
2015,1,A,골목상권,1000083,한강대로88길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,D,발달상권,1001040,서울 관악구 신림역_3,CS100010,커피-음료,5,8,0,0,0,0,3
2015,1,A,골목상권,1000672,시흥대로138길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000939,학동로77길,CS100010,커피-음료,5,5,0,0,0,0,0
2015,1,A,골목상권,1000947,백제고분로33길,CS100010,커피-음료,4,5,0,0,20,1,1
2015,1,A,골목상권,1000107,성덕정길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000110,성수일로6길,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,R,전통시장,1001365,공릉동도깨비시장,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,D,발달상권,1001258,등나무근린공원 주변,CS100010,커피-음료,3,5,0,0,0,0,2
2015,1,A,골목상권,1000125,한림말3길,CS100010,커피-음료,5,8,0,0,0,0,3
2015,1,A,골목상권,1000231,동일로123길,CS100010,커피-음료,3,4,25,1,50,2,1
2015,1,A,골목상권,1000465,독막로8길,CS100010,커피-음료,13,13,0,0,8,1,0
2015,1,A,골목상권,1000960,양재대로64길,CS100010,커피-음료,10,11,9,1,0,0,1
2015,1,D,발달상권,1001123,학동사거리_1,CS100010,커피-음료,5,16,0,0,0,0,11
2015,1,D,발달상권,1001159,서울 강동구 천호역,CS100010,커피-음료,4,7,0,0,0,0,3
2015,1,R,전통시장,1001477,마천시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,R,전통시장,1001280,제일평화시장,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000883,효령로72길,CS100010,커피-음료,4,4,0,0,0,0,0
2015,1,A,골목상권,1000848,남부순환로317길,CS100010,커피-음료,9,9,11,1,22,2,0
2015,1,D,발달상권,1001014,양재동 꽃시장,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,R,전통시장,1001490,길동복조리시장,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000994,올림픽로71길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1001001,천중로39길,CS100010,커피-음료,4,4,0,0,0,0,0
2015,1,A,골목상권,1000972,구천면로41길,CS100010,커피-음료,3,4,0,0,0,0,1
2015,1,R,전통시장,1001483,암사종합시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000361,도봉로143길,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,R,전통시장,1001486,동서울시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,D,발달상권,1001125,학동사거리_2,CS100010,커피-음료,2,3,0,0,0,0,1
2015,1,A,골목상권,1000012,옥인길,CS100010,커피-음료,8,8,0,0,0,0,0
2015,1,D,발달상권,1001106,서울 강남구 학동역_2,CS100010,커피-음료,0,2,50,1,0,0,2
2015,1,R,전통시장,1001355,강북종합시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000330,삼양로27길,CS100010,커피-음료,2,3,33,1,0,0,1
2015,1,A,골목상권,1000363,도봉로152가길,CS100010,커피-음료,4,4,0,0,0,0,0
2015,1,A,골목상권,1000332,삼양로54길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000027,필운대로1길,CS100010,커피-음료,10,11,0,0,0,0,1
2015,1,A,골목상권,1000331,삼양로41길,CS100010,커피-음료,0,1,0,0,0,0,1
2015,1,A,골목상권,1000276,보문로31길,CS100010,커피-음료,5,5,40,2,20,1,0
2015,1,R,전통시장,1001285,합동(새벽)시장,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,D,발달상권,1001247,미아사거리_2,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,R,전통시장,1001339,정릉아리랑시장,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000308,한천로76길,CS100010,커피-음료,1,1,0,0,100,1,0
2015,1,A,골목상권,1000298,정릉로27길,CS100010,커피-음료,0,1,0,0,0,0,1
2015,1,A,골목상권,1000303,종암로24가길,CS100010,커피-음료,0,1,0,0,0,0,1
2015,1,A,골목상권,1000284,아리랑로4길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,R,전통시장,1001343,장위전통시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000275,보문로26길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000265,돌곶이로28길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000096,마조로1길,CS100010,커피-음료,7,9,11,1,11,1,2
2015,1,R,전통시장,1001265,광장시장,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,D,발달상권,1001228,서울 종로구 종로5가역_3,CS100010,커피-음료,15,16,6,1,0,0,1
2015,1,A,골목상권,1000460,대흥로28길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000105,서울숲2길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000931,영동대로112길,CS100010,커피-음료,7,9,0,0,0,0,2
2015,1,A,골목상권,1000146,뚝섬로48길,CS100010,커피-음료,5,6,33,2,17,1,1
2015,1,A,골목상권,1000113,아차산로11길,CS100010,커피-음료,2,5,0,0,0,0,3
2015,1,A,골목상권,1000122,용답중앙길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000152,아차산로51길,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,A,골목상권,1000097,매봉길,CS100010,커피-음료,2,3,0,0,0,0,1
2015,1,A,골목상권,1000131,광나루로40길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000167,천호대로129길,CS100010,커피-음료,2,3,0,0,0,0,1
2015,1,R,전통시장,1001303,신성골목시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000051,녹사평대로26길,CS100010,커피-음료,9,9,11,1,0,0,0
2015,1,A,골목상권,1000222,겸재로29길,CS100010,커피-음료,3,4,25,1,0,0,1
2015,1,A,골목상권,1000233,동일로139가길,CS100010,커피-음료,2,4,25,1,0,0,2
2015,1,A,골목상권,1000217,한천로46길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000178,답십리로72길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000227,답십리로75길,CS100010,커피-음료,0,1,0,0,0,0,1
2015,1,R,전통시장,1001337,유영시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,R,전통시장,1001333,중화제일시장,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000235,동일로140길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000195,장한로14길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000172,답십리로56길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,R,전통시장,1001320,전농로터리시장,CS100010,커피-음료,0,1,0,0,0,0,1
2015,1,A,골목상권,1000633,구로중앙로19길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000442,세무서길,CS100010,커피-음료,5,5,20,1,0,0,0
2015,1,A,골목상권,1000566,강서로8길,CS100010,커피-음료,2,4,0,0,0,0,2
2015,1,R,전통시장,1001267,종로신진시장,CS100010,커피-음료,7,8,13,1,13,1,1
2015,1,A,골목상권,1000554,강서로15길,CS100010,커피-음료,3,3,33,1,33,1,0
2015,1,A,골목상권,1000783,관악로30길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000673,시흥대로141길,CS100010,커피-음료,3,4,0,0,0,0,1
2015,1,R,전통시장,1001399,경창시장,CS100010,커피-음료,1,1,100,1,0,0,0
2015,1,A,골목상권,1000653,중앙로1길,CS100010,커피-음료,2,4,25,1,25,1,2
2015,1,A,골목상권,1000651,우마길,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,R,전통시장,1001420,고척근린시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000396,서오릉로8길,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000596,양천로71길,CS100010,커피-음료,2,3,0,0,0,0,1
2015,1,A,골목상권,1000649,신도림로13길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,D,발달상권,1001122,여의도 시범아파트앞,CS100010,커피-음료,9,12,8,1,8,1,3
2015,1,A,골목상권,1000691,당산로46길,CS100010,커피-음료,3,6,17,1,0,0,3
2015,1,A,골목상권,1000932,영동대로65길,CS100010,커피-음료,6,8,0,0,0,0,2
2015,1,A,골목상권,1000658,금하로24길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000816,신림로11길,CS100010,커피-음료,5,6,0,0,0,0,1
2015,1,A,골목상권,1000798,남부순환로172길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000592,양천로24가길,CS100010,커피-음료,0,1,0,0,0,0,1
2015,1,A,골목상권,1000540,은행정로5길,CS100010,커피-음료,4,4,0,0,0,0,0
2015,1,A,골목상권,1000514,남부순환로58길,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,A,골목상권,1000510,곰달래로3길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000868,사평대로57길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000480,백범로16길,CS100010,커피-음료,6,7,0,0,0,0,1
2015,1,A,골목상권,1000622,고척로27길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,R,전통시장,1001373,신응암시장,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,A,골목상권,1000466,동교로17길,CS100010,커피-음료,7,7,14,1,14,1,0
2015,1,A,골목상권,1000415,은평로3길,CS100010,커피-음료,3,6,0,0,0,0,3
2015,1,A,골목상권,1000393,갈현로7길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,D,발달상권,1001255,서울 은평구 연신내역_3,CS100010,커피-음료,0,1,0,0,0,0,1
2015,1,A,골목상권,1000410,연서로41길,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,R,전통시장,1001381,모래내시장,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,R,전통시장,1001408,신월중앙시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,R,전통시장,1001412,화곡본동시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000552,가로공원로76가길,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000727,영등포로27길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000747,사당로16가길,CS100010,커피-음료,2,3,0,0,0,0,1
2015,1,A,골목상권,1000734,국사봉2길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,R,전통시장,1001441,본동인정시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000732,영신로9길,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,A,골목상권,1000093,마장로27길,CS100010,커피-음료,0,0,0,0,0,1,0
2015,1,A,골목상권,1000067,원효로53길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,D,발달상권,1001151,용산 전자상가_3,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,D,발달상권,1001229,서울 종로구 종로5가역_4,CS100010,커피-음료,1,2,0,0,50,1,1
2015,1,A,골목상권,1000339,수유로12길,CS100010,커피-음료,2,3,33,1,0,0,1
2015,1,D,발달상권,1001186,서울 서대문구 이대역,CS100010,커피-음료,55,75,11,8,13,10,20
2015,1,U,관광특구,1001493,동대문패션타운 관광특구,CS100010,커피-음료,58,78,4,3,6,5,20
2015,1,A,골목상권,1000604,화곡로20길,CS100010,커피-음료,0,1,100,1,0,0,1
2015,1,D,발달상권,1001041,서울 강남구 수서역,CS100010,커피-음료,17,22,9,2,5,1,5
2015,1,D,발달상권,1001245,서울 성북구 성신여대입구역,CS100010,커피-음료,24,39,5,2,3,1,15
2015,1,D,발달상권,1001092,강남구 논현역_1,CS100010,커피-음료,19,26,8,2,4,1,7
2015,1,D,발달상권,1001093,신천역,CS100010,커피-음료,20,33,12,4,9,3,13
2015,1,A,골목상권,1000469,동교로27길,CS100010,커피-음료,22,24,17,4,8,2,2
2015,1,A,골목상권,1000916,봉은사로68길,CS100010,커피-음료,6,7,0,0,0,0,1
2015,1,A,골목상권,1000926,선릉로133길,CS100010,커피-음료,6,7,0,0,0,0,1
2015,1,A,골목상권,1000806,대학길,CS100010,커피-음료,9,9,11,1,0,0,0
2015,1,A,골목상권,1000013,율곡로10길,CS100010,커피-음료,11,12,8,1,0,0,1
2015,1,A,골목상권,1000743,동작대로7길,CS100010,커피-음료,2,3,0,0,0,0,1
2015,1,D,발달상권,1001062,서울 강남구 강남역_1,CS100010,커피-음료,35,45,2,1,0,0,10
2015,1,D,발달상권,1001239,디지털미디어시티,CS100010,커피-음료,50,67,8,5,15,10,17
2015,1,A,골목상권,1000719,양평로19길,CS100010,커피-음료,12,14,0,0,7,1,2
2015,1,A,골목상권,1000136,긴고랑로9길,CS100010,커피-음료,5,6,0,0,0,0,1
2015,1,D,발달상권,1001105,서울 동작구 노량진역,CS100010,커피-음료,44,55,4,2,2,1,11
2015,1,D,발달상권,1001199,서울 중구 충무로역_2,CS100010,커피-음료,40,48,2,1,4,2,8
2015,1,D,발달상권,1001038,구로디지탈1단지,CS100010,커피-음료,32,63,8,5,10,6,31
2015,1,A,골목상권,1000907,도산대로30길,CS100010,커피-음료,6,11,0,0,0,0,5
2015,1,A,골목상권,1000065,원효로19길,CS100010,커피-음료,4,6,0,0,0,0,2
2015,1,A,골목상권,1000387,한글비석로24길,CS100010,커피-음료,1,2,50,1,0,0,1
2015,1,A,골목상권,1000961,양재대로71길,CS100010,커피-음료,7,10,0,0,0,0,3
2015,1,A,골목상권,1000998,올림픽로98길,CS100010,커피-음료,5,5,40,2,0,0,0
2015,1,D,발달상권,1001075,역삼역_2,CS100010,커피-음료,11,13,8,1,8,1,2
2015,1,A,골목상권,1000864,방배로42길,CS100010,커피-음료,7,10,20,2,0,0,3
2015,1,D,발달상권,1001087,서울 강남구 선릉역_2,CS100010,커피-음료,32,55,0,0,7,4,23
2015,1,A,골목상권,1000057,백범로79길,CS100010,커피-음료,5,5,20,1,0,0,0
2015,1,D,발달상권,1001152,서울 광진구 강변역,CS100010,커피-음료,10,15,0,0,0,0,5
2015,1,A,골목상권,1000846,강남대로8길,CS100010,커피-음료,10,12,0,0,8,1,2
2015,1,A,골목상권,1000160,자양로26길,CS100010,커피-음료,5,5,0,0,0,0,0
2015,1,A,골목상권,1000689,당산로37길,CS100010,커피-음료,5,8,0,0,0,0,3
2015,1,A,골목상권,1000989,양재대로133길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000755,사당로30길,CS100010,커피-음료,6,8,13,1,13,1,2
2015,1,D,발달상권,1001210,시청역_2,CS100010,커피-음료,20,29,7,2,7,2,9
2015,1,A,골목상권,1000925,선릉로132길,CS100010,커피-음료,11,13,8,1,8,1,2
2015,1,A,골목상권,1000061,신흥로20길,CS100010,커피-음료,3,3,33,1,33,1,0
2015,1,A,골목상권,1000430,진흥로1길,CS100010,커피-음료,4,4,25,1,50,2,0
2015,1,A,골목상권,1000176,답십리로68길,CS100010,커피-음료,1,2,0,0,50,1,1
2015,1,A,골목상권,1000608,화곡로64길,CS100010,커피-음료,5,7,0,0,0,0,2
2015,1,A,골목상권,1000766,성대로1길,CS100010,커피-음료,4,4,0,0,0,0,0
2015,1,A,골목상권,1000352,노해로60길,CS100010,커피-음료,5,8,0,0,0,0,3
2015,1,A,골목상권,1000863,방배로35길,CS100010,커피-음료,6,6,17,1,0,0,0
2015,1,R,전통시장,1001377,영천시장,CS100010,커피-음료,1,1,100,1,100,1,0
2015,1,A,골목상권,1000702,도림천로21길,CS100010,커피-음료,3,3,0,0,33,1,0
2015,1,D,발달상권,1001147,용산 전자상가_2,CS100010,커피-음료,2,4,0,0,0,0,2
2015,1,D,발달상권,1001175,서울 강동구 고덕역,CS100010,커피-음료,10,20,0,0,10,2,10
2015,1,A,골목상권,1000847,고무래로8길,CS100010,커피-음료,5,8,0,0,0,0,3
2015,1,A,골목상권,1000872,서초대로4길,CS100010,커피-음료,1,3,33,1,33,1,2
2015,1,A,골목상권,1000123,장터길,CS100010,커피-음료,6,7,0,0,0,0,1
2015,1,A,골목상권,1000834,청룡길,CS100010,커피-음료,3,5,40,2,20,1,2
2015,1,A,골목상권,1000940,거마로20길,CS100010,커피-음료,4,5,20,1,0,0,1
2015,1,A,골목상권,1000008,북촌로5나길,CS100010,커피-음료,18,22,9,2,9,2,4
2015,1,A,골목상권,1000963,오금로11길,CS100010,커피-음료,6,10,10,1,10,1,4
2015,1,D,발달상권,1001080,서울 송파구 석촌역_1,CS100010,커피-음료,2,2,100,2,50,1,0
2015,1,A,골목상권,1000920,삼성로63길,CS100010,커피-음료,7,9,0,0,0,0,2
2015,1,A,골목상권,1000928,선릉로18길,CS100010,커피-음료,5,5,20,1,0,0,0
2015,1,D,발달상권,1001035,매봉역,CS100010,커피-음료,6,11,0,0,0,0,5
2015,1,D,발달상권,1001254,서울 은평구 연신내역_2,CS100010,커피-음료,27,36,0,0,6,2,9
2015,1,D,발달상권,1001037,양재역,CS100010,커피-음료,12,20,0,0,0,0,8
2015,1,A,골목상권,1000873,서초대로64길,CS100010,커피-음료,2,2,0,0,50,1,0
2015,1,A,골목상권,1000849,남부순환로325길,CS100010,커피-음료,4,9,0,0,0,0,5
2015,1,A,골목상권,1000850,남부순환로339길,CS100010,커피-음료,8,9,0,0,11,1,1
2015,1,D,발달상권,1001044,양재역_3,CS100010,커피-음료,20,26,4,1,8,2,6
2015,1,A,골목상권,1000949,백제고분로39길,CS100010,커피-음료,0,2,0,0,50,1,2
2015,1,R,전통시장,1001479,석촌시장,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000740,동작대로29길,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,R,전통시장,1001406,신정3동골목시장,CS100010,커피-음료,2,3,0,0,0,0,1
2015,1,A,골목상권,1000379,동일로173가길,CS100010,커피-음료,2,3,0,0,0,0,1
2015,1,A,골목상권,1000383,상계로1길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000386,한글비석로22길,CS100010,커피-음료,8,11,0,0,0,0,3
2015,1,D,발달상권,1001261,서울 노원구 노원역_1,CS100010,커피-음료,4,7,0,0,0,0,3
2015,1,A,골목상권,1000220,휘경로2길,CS100010,커피-음료,11,17,0,0,0,0,6
2015,1,D,발달상권,1001168,남영역,CS100010,커피-음료,4,9,0,0,22,2,5
2015,1,A,골목상권,1000959,양재대로62길,CS100010,커피-음료,8,9,11,1,0,0,1
2015,1,A,골목상권,1000966,풍성로25길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000643,디지털로32가길,CS100010,커피-음료,3,3,33,1,67,2,0
2015,1,D,발달상권,1001036,문정역,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,R,전통시장,1001489,둔촌역전통시장,CS100010,커피-음료,5,6,0,0,0,0,1
2015,1,D,발달상권,1001207,서울 중구 신당역_2,CS100010,커피-음료,9,9,0,0,0,0,0
2015,1,A,골목상권,1000856,동산로10길,CS100010,커피-음료,3,4,0,0,0,0,1
2015,1,A,골목상권,1000979,상암로4길,CS100010,커피-음료,7,7,0,0,0,0,0
2015,1,A,골목상권,1000996,올림픽로78길,CS100010,커피-음료,1,2,0,0,50,1,1
2015,1,A,골목상권,1000990,양재대로91길,CS100010,커피-음료,3,4,0,0,0,0,1
2015,1,A,골목상권,1000976,동남로85길,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,A,골목상권,1000071,이태원로54길,CS100010,커피-음료,16,16,6,1,0,0,0
2015,1,D,발달상권,1001129,청담사거리_2,CS100010,커피-음료,4,5,0,0,0,0,1
2015,1,A,골목상권,1000914,봉은사로43길,CS100010,커피-음료,11,11,18,2,9,1,0
2015,1,R,전통시장,1001275,인현시장,CS100010,커피-음료,8,8,0,0,0,0,0
2015,1,A,골목상권,1000348,한천로130길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000315,노해로17길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000375,우이천로32길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000349,한천로132길,CS100010,커피-음료,3,4,0,0,25,1,1
2015,1,A,골목상권,1000305,지봉로20길,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,A,골목상권,1000034,동호로10길,CS100010,커피-음료,6,6,0,0,0,0,0
2015,1,R,전통시장,1001341,길음시장,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000300,종암로16길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000158,자양로11길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000679,시흥대로63길,CS100010,커피-음료,11,11,0,0,0,0,0
2015,1,A,골목상권,1000129,광나루로36길,CS100010,커피-음료,4,4,0,0,0,0,0
2015,1,A,골목상권,1000139,능동로34길,CS100010,커피-음료,0,0,0,0,0,0,0
2015,1,A,골목상권,1000149,뚝섬로64길,CS100010,커피-음료,0,1,100,1,100,1,1
2015,1,A,골목상권,1000117,왕십리로21길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000141,능동로4길,CS100010,커피-음료,5,5,0,0,0,0,0
2015,1,A,골목상권,1000124,청계천로10나길,CS100010,커피-음료,1,2,0,0,0,0,1
2015,1,R,전통시장,1001294,마장축산물시장,CS100010,커피-음료,3,3,33,1,0,0,0
2015,1,A,골목상권,1000092,뚝섬로5길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000726,영등포로25길,CS100010,커피-음료,3,3,0,0,33,1,0
2015,1,A,골목상권,1000257,용마산로112길,CS100010,커피-음료,4,5,0,0,0,0,1
2015,1,A,골목상권,1000891,개포로28길,CS100010,커피-음료,4,4,0,0,0,0,0
2015,1,A,골목상권,1000621,고척로21나길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000002,난계로27길,CS100010,커피-음료,2,3,0,0,0,0,1
2015,1,A,골목상권,1000213,천호대로97길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000190,약령시로17길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000180,망우로18길,CS100010,커피-음료,4,4,0,0,25,1,0
2015,1,A,골목상권,1000260,중랑천로10길,CS100010,커피-음료,4,4,0,0,0,0,0
2015,1,A,골목상권,1000223,겸재로36길,CS100010,커피-음료,2,2,50,1,0,0,0
2015,1,A,골목상권,1000207,제기로5길,CS100010,커피-음료,5,5,0,0,0,0,0
2015,1,A,골목상권,1000210,천호대로17길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000200,장한로27길,CS100010,커피-음료,0,3,0,0,0,0,3
2015,1,A,골목상권,1000253,사가정로42길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000771,여의대방로22나길,CS100010,커피-음료,2,4,0,0,0,0,2
2015,1,A,골목상권,1000251,봉화산로4길,CS100010,커피-음료,0,1,0,0,0,0,1
2015,1,A,골목상권,1000174,답십리로63길,CS100010,커피-음료,1,1,0,0,0,0,0
2015,1,A,골목상권,1000815,신림동길,CS100010,커피-음료,7,7,0,0,14,1,0
2015,1,A,골목상권,1000912,봉은사로109길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000708,디지털로57길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,R,전통시장,1001414,송화골목시장,CS100010,커피-음료,3,4,0,0,0,0,1
2015,1,A,골목상권,1000400,연서로13길,CS100010,커피-음료,2,2,0,0,0,0,0
2015,1,A,골목상권,1000671,시흥대로120길,CS100010,커피-음료,3,4,0,0,0,0,1
2015,1,A,골목상권,1000862,방배로18길,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000781,관악로14길,CS100010,커피-음료,6,6,17,1,0,0,0
2015,1,A,골목상권,1000831,조원중앙로2길,CS100010,커피-음료,5,5,20,1,0,0,0
2015,1,D,발달상권,1001028,서울 관악구 서울대입구역_2,CS100010,커피-음료,3,3,0,0,0,0,0
2015,1,A,골목상권,1000794,난향길,CS100010,커피-음료,0,1,0,0,0,0,1
2015,1,A,골목상권,1000789,난곡로24길,CS100010,커피-음료,1,1,0,0,0,0,0
